Age,Gender,Marital,Race_Status,Birth_Place,Language,Occupation,Income_(K)
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",586
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",425
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",581
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",961
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",476
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",495
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",413
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",472
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",472
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",495
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",495
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",402
"[16, 17)","[1, 2)","[2, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",495
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[2, 49)","[3, 5)",406
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[2, 49)","[3, 5)",992
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[2, 49)","[3, 5)",414
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[2, 49)","[3, 5)",535
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[2, 49)","[3, 5)",992
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[2, 49)","[3, 5)",962
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",402
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",586
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",425
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",992
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",275
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",846
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",992
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",425
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",892
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[1, 2)","[1, 2)","[2, 5)",214
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",472
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",402
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",495
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",280
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",495
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",626
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",962
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",422
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",100
"[16, 17)","[1, 2)","[6, 7)","[3, 9)","[2, 3)","[1, 72)","[2, 5)",402
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",423
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",476
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",962
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",414
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",411
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",562
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",992
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",961
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",472
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",422
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",961
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",425
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",472
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",992
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 27)","[1, 13)","[2, 4)",992
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",472
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",422
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",962
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",402
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",495
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",406
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",822
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",413
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",961
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",626
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[4, 9)","[1, 2)","[4, 5)",992
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[4, 25)","[1, 2)","[3, 5)",962
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[4, 25)","[1, 2)","[3, 5)",962
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[4, 25)","[1, 2)","[3, 5)",402
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[4, 25)","[1, 2)","[3, 5)",532
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[4, 25)","[1, 2)","[3, 5)",411
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[4, 25)","[1, 2)","[3, 5)",413
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",476
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",402
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",425
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",443
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",476
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",402
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",495
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",425
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",472
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",775
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",403
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[27, 43)","[1, 2)","[2, 5)",411
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[47, 454)","[1, 13)","[3, 4)",962
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[47, 454)","[1, 13)","[3, 4)",411
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[47, 454)","[1, 13)","[3, 4)",402
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[47, 454)","[1, 13)","[3, 4)",423
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[47, 454)","[1, 13)","[3, 4)",406
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[47, 454)","[1, 13)","[3, 4)",403
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[48, 435)","[1, 2)","[4, 5)",405
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[48, 435)","[1, 2)","[4, 5)",476
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[48, 435)","[1, 2)","[4, 5)",962
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[48, 435)","[1, 2)","[4, 5)",781
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[48, 435)","[1, 2)","[4, 5)",992
"[16, 17)","[1, 2)","[6, 7)","[1, 2)","[48, 435)","[1, 2)","[4, 5)",411
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[35, 951)","[1, 13)","[4, 5)",403
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[35, 951)","[1, 13)","[4, 5)",942
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[35, 951)","[1, 13)","[4, 5)",403
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[35, 951)","[1, 13)","[4, 5)",562
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[35, 951)","[1, 13)","[4, 5)",562
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[35, 951)","[1, 13)","[4, 5)",962
"[16, 17)","[1, 2)","[6, 7)","[2, 9)","[35, 951)","[1, 13)","[4, 5)",360
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",443
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",425
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",155
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",472
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",402
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",494
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",605
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",860
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",822
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",411
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",406
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",642
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",31
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",476
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",623
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",406
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",411
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",422
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",623
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",403
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",413
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",472
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",425
"[16, 17)","[1, 2)","[2, 7)","[1, 9)","[1, 522)","[1, 72)","[5, 9)",992
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",775
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",720
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",562
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",413
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",562
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",961
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",992
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",403
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",411
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",425
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",961
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",494
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",623
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",476
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",414
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",526
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",411
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",425
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",562
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",726
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",605
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",476
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",476
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",472
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",992
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",476
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",626
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",234
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",495
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",422
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",563
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",454
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",425
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",414
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",413
"[17, 18)","[1, 2)","[3, 7)","[1, 2)","[1, 3)","[1, 2)","[5, 6)",623
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",814
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",524
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",474
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",992
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",401
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",476
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",472
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",472
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",762
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[4, 6)",960
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",425
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",742
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",414
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",626
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",425
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",623
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",524
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[5, 13)","[1, 2)","[3, 6)",476
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",413
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",200
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",975
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",413
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",476
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",476
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[22, 43)","[1, 2)","[3, 6)",413
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",562
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",403
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",992
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",472
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",610
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",524
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[45, 56)","[1, 2)","[2, 6)",775
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 412)","[11, 49)","[4, 6)",742
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 412)","[11, 49)","[4, 6)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 412)","[11, 49)","[4, 6)",472
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 412)","[11, 49)","[4, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 412)","[11, 49)","[4, 6)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 412)","[11, 49)","[4, 6)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 7)","[1, 13)","[6, 7)",411
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 7)","[1, 13)","[6, 7)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 7)","[1, 13)","[6, 7)",411
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 7)","[1, 13)","[6, 7)",780
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 7)","[1, 13)","[6, 7)",642
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 7)","[1, 13)","[6, 7)",104
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[8, 41)","[1, 2)","[6, 7)",406
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[8, 41)","[1, 2)","[6, 7)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[8, 41)","[1, 2)","[6, 7)",720
